id,breed
bc72a2f3d71b51dc3e8adaca9dcd0dbf,french_bulldog
cf853fd31d054b54395a43469d1f49a8,italian_greyhound
c4fad81571f6010bcf6948738346ad16,papillon
a32faea2f67d4949761454e07437f9ac,miniature_poodle
5f13f3f69105c0e2852a061901bae0d7,english_setter
0ad3d66ba7b2d5d6d608da088abca7c0,welsh_springer_spaniel
48cc848583416c0bd4019a11b041f2f8,beagle
a8adb0bda1b90f78bc23eb9a320ac8a3,lakeland_terrier
38d6bc0651588a0a04480b918934a8f6,keeshond
f320c79c2f0df7a61cdfcf689f8dc91b,malamute
c66eb3e1eb11ce2482beb25b2a4095c5,great_dane
bef015f8b2a3225aa0ab4009bf3fd6bc,standard_schnauzer
79a7fb5f7c40be0c75331a0a8558191d,entlebucher
782669e06eddddfd3430858040ee6bab,french_bulldog
09037f0995111a413fd8e976f3680f09,redbone
6436d3e3d1473b9a30eaf81c11a20622,sealyham_terrier
e88140754690d2544c2684475cd4c6f7,schipperke
5558e25c7f89a21ea4f6d6e7659edc36,chihuahua
528d068161b1b1ad2109cfb90755e91c,appenzeller
4505c9f9ead58992ff0ded371e401ca7,miniature_pinscher
b3bf158af5af1610595320d4c78441c9,staffordshire_bullterrier
f89bc5490cbc1b17dc0be9c5bdd4f224,african_hunting_dog
3988b5461aeef5f941ec5fb16efdba5c,standard_poodle
a3396e27b0b6999be8bfff4d094392a8,papillon
ff8e3fa7e04faca99af85195507ee54d,sealyham_terrier
cd53fc1890f5979b0ed9d2c8b69a93a6,rottweiler
2c49f0018041256a35e4c81a94fa1f92,rhodesian_ridgeback
926f9499d8e4f113d2e9bc788c564f54,wire-haired_fox_terrier
6740ace5dc56388198108e179c8758c9,bull_mastiff
356af0796a079ee87656eb7b25fbf293,chow
5b9320d5a1445277ec2733f047f437c1,norfolk_terrier
0021f9ceb3235effd7fcde7f7538ed62,golden_retriever
dde1f99c744c9c5f3bd471bd390314d6,komondor
e297c765ac7e6c1d7c4657c7e72b1544,american_staffordshire_terrier
ca9cc76eca157a803c3459b34e722351,miniature_poodle
9a48d6dbf65a53d46b9e0b4557d7f193,staffordshire_bullterrier
51e0b77bbfaca4ae85cd3c5ed8190b19,ibizan_hound
4b9a8f1b3bef4e98e2bfdf0a073bebfa,german_short-haired_pointer
793c3e6ddbee03b56b350aeb3910682c,lakeland_terrier
5c676f6c9c3d01498c48980f1e6f2627,cairn
dcec7c0803824f23b3faa75257d0daa4,weimaraner
96d2d27cf5fe8af265e35e0cf2179fd8,dingo
a18a913cb80fdd9aec49672d08a297ea,border_terrier
aa61fa4ceb51d5c6d954237f4cedad7d,norwegian_elkhound
6dd7c63137940ed552e43f4b8c13d667,american_staffordshire_terrier
9513287b371865067bc3448ab4da646e,whippet
36549cf287a833afff09821e55a923d8,boston_bull
eb14b97d9dc86f30f3e12d8c6da185d7,standard_poodle
784874c8509f23230c93f1c6909e8945,bull_mastiff
e681969d4b5b730e9c93ce5e9d9ec9ff,miniature_pinscher
60f0b8502d8a96844061d2984ecff6db,collie
a5b4a427b06d56a3d3aeebda27b5639b,pekinese
1e6f959d5a68ca5564ece4301b9a59c1,schipperke
52e7f48e18a9a55da9846d56821d5f69,cardigan
4af4279fe2e7d81da962577848bce804,schipperke
8e43f265452b2ff6c99e69c27f590614,pug
5d990bcb3c5ff74857c8f0bb374067b8,rhodesian_ridgeback
ef68f5e897135b01ea02853efd8e8344,lakeland_terrier
2ff404cb6bdf5a20351b3db40a4584ff,basenji
8a0717f2adf56db70bf360f6464f29b6,bloodhound
90d3bc63d8ac5e4cd614b35459b469ea,shetland_sheepdog
f8df586a37584e859e252778a221391b,black-and-tan_coonhound
1d6a3bd059b637ffcb32b4b7bc4067cb,basenji
098c50d7ba4f07d9aba8c6162aa70b50,shetland_sheepdog
d58d8ea5531a3326f4467cb47bb05b35,briard
860f7e954b6e0a7dfbb39ac1d6d1cfb9,ibizan_hound
e4a4cb1f4ab166d24cc5215abeb327b9,airedale
1c0eec60d22d5e50a057f261d54523d1,shih-tzu
209fae9c9a2ec63321399a9b14ae28ec,briard
c648c75a66ac06d71242e46e628ad3cc,basenji
dcd8ee5311136967d14a2b4592963da1,afghan_hound
73dc86a3c003b9397060d38842aa91f8,lakeland_terrier
43e91c421c83be23a3156865e244edf7,miniature_schnauzer
92d61143bceb0f64e4630eec688bebc9,australian_terrier
887c620f29ed39bc5d8702cae6d47dd3,cairn
cbdc00279f7aa7424d7034ed5463ec79,newfoundland
a27b81688b013e16d73dd1cf7539d063,weimaraner
ed154eec8a5e855fabc7c6e37edbac1c,west_highland_white_terrier
6d7af0b8075fd13d63be35074d4af91d,komondor
68a753297dea58dedd5b1af1dcfd1f46,ibizan_hound
53cb3ed2547cdaf15ec7983d8325f007,redbone
11722136645ee54db58a0df76eae2179,yorkshire_terrier
80fc19d0a8dd3ef1cfabf0525efc3414,norwegian_elkhound
95b04ef45b853922685ba6d257fc2f0c,japanese_spaniel
a8a8c1484c0dbf38493dcc941907984a,pembroke
6cc02e5764a242a9d2b6469ef02eccd4,saint_bernard
d5a99328bc26378c55e4bf77fcaea3b1,lhasa
385dfd666f34212de5fee77893fad23c,standard_poodle
c43f8987dc2992971f4316cecc4cad73,norwich_terrier
bd58517f201e88d3726593341f2482e4,english_setter
2b42884366cd108df865e465d4b65e7c,rhodesian_ridgeback
80946c19de6a1bb636cf04f2b2e821ee,malinois
8d8cc902a0f1277b78d1a8b376083999,sealyham_terrier
fbf3162c4df3f1a527cb0b26ef062704,australian_terrier
a2d67239a3ca734a0d30fecf7047e649,german_short-haired_pointer
f7f73ba72679f35d552ef1af03c63bf5,lakeland_terrier
a0e4125ece19a96d65f26615219bdab8,kelpie
5b7966fe64cee9045f75fe4226924465,airedale
8f8ea6a2db06234fcd7368112be96c47,bloodhound
91e2c8d330465c87720a92984675dc4a,brittany_spaniel
7fcefdba3fd6402705bdf39258177d42,scottish_deerhound
40209815012be281287091336c9d6223,saint_bernard
02f3d5fd1eea0a2e6f4742bc54b51ba9,american_staffordshire_terrier
bab0b97cc5b817c669e10fe2c3a5a457,miniature_pinscher
980657a2afaf0fdd549e166fa899407e,dingo
cece87e72f771598e2c4d401d41a63e9,brabancon_griffon
b851f6cbfd20d707f7427a0278913045,malinois
78bd37be99859b01540f48a5fd327c0a,pembroke
88f1fbdc15e7da1c28dfaa6b8cc01ac7,dhole
729ed4ed4ad5e2599ce8a769b84a4c08,brittany_spaniel
1e157be5512667b3f4476253f0acf333,appenzeller
24968d279159784894314e7679c934b1,silky_terrier
e3b8f3589a7286ebe017300bf780c279,rhodesian_ridgeback
6221f876c6b1ced504ae63f761a21061,kuvasz
8a2fb8dc69a446d004d113ad8bbd0366,sussex_spaniel
70d08414060825704b78d7001ce4efe3,irish_wolfhound
4ba13e246563b8393a4adf62ac8667ae,cairn
730ae835633470f2c55eee0a61179a15,doberman
0ba0f44a7f83539a71e4d74f549c8be6,bernese_mountain_dog
2eb4b684bb0708cabcbc15eae72a539b,newfoundland
685b0a223c6ec08677df6800250d8cfd,tibetan_mastiff
153f0c739e9049612a62f111b9519429,norwegian_elkhound
23e80188aa0226b27e32dde1c819ee4b,leonberg
474a63cd6bd1e670841655cf3fa78d43,basenji
84b612a8e43c6debbc9951cb24ec9ba0,old_english_sheepdog
73116e462f2e1c41ca2ced3ef35741a9,collie
8d4b28ae56c225f870139cdfeff5131c,scottish_deerhound
51bd1f3f5bc7fd640c6302e3188346d0,lakeland_terrier
3417f5bff1abe1f89a98a22d8fec04d8,welsh_springer_spaniel
245b83dbae3358970d81604b98871d55,border_terrier
9f7d5eb41b3bfb57db764b6d6049da3f,appenzeller
c7b614f768b8f540ee3b77964f13852b,schipperke
3e42bccc11b30acce650a703caa33c98,english_springer
7035172c071b6774e427e923078549cb,golden_retriever
b66b6ff2ff16c6e746af3ef624e471f1,bluetick
d99530d6a2f522178e3dd6acfcfe1e75,welsh_springer_spaniel
e450c72e96ce47b6c327c671ea8e85c0,west_highland_white_terrier
f7564622d2ebbcebdb2eb1f150dbaa95,greater_swiss_mountain_dog
1392df2ceab56cdf380813987c7c9ba5,bouvier_des_flandres
174878bb8d33d52381bb3eb36dd1974a,staffordshire_bullterrier
fb73518d7dc9e11b00c978d23115b8c6,bernese_mountain_dog
5fb2dba9804a9b00588e669b287b19f6,maltese_dog
68b359736db9580b8f7a8f0a17d758b6,scottish_deerhound
f922fcb519e1f55ca99e8c3bb9e07619,australian_terrier
6fd91d9b93604a4b156662fb1d763d29,english_springer
1e7a5a361d584ce7bf21bf608483515a,airedale
21a7245032ec610d7cc2e2e2e20617d7,irish_water_spaniel
4bb8d3ce941405a50a75b1a7b3b831d3,beagle
b2260bbc0d9a999d6e886bc271da6733,norfolk_terrier
2b91d80384844026e7c81f40cef49403,old_english_sheepdog
25d44cc514ac6625b1ea11ab91b4ba2f,lhasa
1feb929715c1e47b1cd7f6442ed75e51,sussex_spaniel
5e165d56d2d030a998cab05375f7d5eb,basenji
ae0cf4a8076e52a04632de2b8e9a911b,maltese_dog
f9eedeff3a54f28301468decc50e3def,curly-coated_retriever
481f8e13336be2292ba30c45d14daf55,saluki
597734611eeab7de4c7cc1832f1fdd97,collie
a77bfd1136d119f59fc87eae105874c2,bull_mastiff
4fabfde26c88a99d9cf8c9e4b24317b9,leonberg
5db15139f4f82e42088eef5678f0ab86,malinois
cd7ad93d62286e4d6ecd2c2c61e0bdaa,scotch_terrier
927d59ba35da645ee6b17bb17ac6fe31,miniature_pinscher
f75b457706d15d23fb803e2ad7c66c40,keeshond
1e44a9c130807d1413e7d9ef052fb338,border_collie
53d274d882f91f05c98504891d353b73,entlebucher
f901b7392fff2c1c3991bb8f7b31bfe3,irish_wolfhound
c8819f17b98148a141429f21ff3753c4,norwich_terrier
13b1ca09a561661a8c1a506d49b8dd83,groenendael
48ef9a23f06d758bae5524d57d2592d2,pomeranian
917a2bfef2b7949073a246443592ee50,cocker_spaniel
201c8fbfb1fce7829a37109d787eedaa,standard_poodle
f89759123d85d4135ed4bdce6923ad6a,toy_poodle
d247fcdc9fe99f9d151e32fbd0df6d73,cardigan
9d171901854b046234bde698045b1044,welsh_springer_spaniel
3f16503c0499060c5d31695669fc4e69,border_collie
a10abeea4e3b11aad2b005fdb3aefa79,beagle
d5b91a7590c1510b727e1cf4925687ab,silky_terrier
5b034ef5ad48600e142e106d33cb6591,keeshond
b2c7527d2688dc1eef6c31ff9e6e2395,borzoi
ef71aaad573e1e289ec9ce92d844f96a,french_bulldog
88f31da888f9a8007165cc1830b63fd7,silky_terrier
be5304acd0cf03c1a64f12622b8605b6,shih-tzu
ee92839020f1795e7eab77358e2528f1,sealyham_terrier
f7a5fbcc43b2e0e09fb25cb78a37094f,bouvier_des_flandres
532467c07fa0a246a136bff2614b6ddf,eskimo_dog
7332891f534fdfc75dd133048af1d562,beagle
d5b98aa5af9ecf0987b25921ee09ccaa,french_bulldog
28353e057b0f67d44cb95baa708688d8,collie
933985d766d5a834262127f0d6f5d8fd,english_setter
5d5a293c8ebe209ebebcf0910c695ea6,miniature_schnauzer
24dd4a64041954187c1eb54a20d0f279,entlebucher
83b1020ad3fce7d18c4699dd292a3c93,scottish_deerhound
fc33f90570fc8502e6c3f83a6bf3b982,norfolk_terrier
8935b2cad46c4030aa0801ae1415cb90,malamute
cca773094173965bbd04f829eea6eec7,newfoundland
25d13706449a0e5bc89077b99366b448,yorkshire_terrier
16ca736a6ff68bc4d2d1586e8eec9b28,malamute
538670ae06458f36996434f21a94b6d1,malamute
dc1c430fe26e231d4c8e13d2ee14c5ad,keeshond
bbc6ea23db33da6d67f5b4ad9fcce758,french_bulldog
bf904a3e0ad73be75221a5fc271bece6,boston_bull
5d0804abeb6f079d8e4e8fc8d9891f08,german_short-haired_pointer
45b42a4fb81aba54bb9a36de37bd0724,irish_water_spaniel
79010e9eef804bc1fca107849c04b280,leonberg
e387ac130247a8a48e1a136d9a4e013c,australian_terrier
640f1942cd5d5217e6b54ab52616b964,dhole
ab193bb06012552321a1abb5ef2556e7,chihuahua
6a5ad24ea734580fb07830b44b6a35d9,brabancon_griffon
e19ef13146562537f75ddf4c447d9697,blenheim_spaniel
8a3a39dfc2cf81434f2eec84790ac62e,african_hunting_dog
1bcf108b376eefd24c763497562d272a,irish_wolfhound
a7927966a651971484cadea0dc318de6,bernese_mountain_dog
0b9fc8956444d4f5296ace3a4928541b,welsh_springer_spaniel
d8eee7c7a25bdb29844024d3451cd6ec,japanese_spaniel
edf5a678ccc0861f55342166e3190f1e,afghan_hound
61c63f61e39b32ce3a1be68c1b252006,west_highland_white_terrier
5cdd18e46b1877eabfa82bb4c40af15b,miniature_schnauzer
5f3dcd5e7d15f9d97e52f88563626111,english_springer
32d033e45db00bb90ce1b53589116de4,cairn
e8057e2f1e3bca4e9f4a2af48a9a9c46,standard_schnauzer
7ad1078b00eeeb636899c658c2ffa2eb,west_highland_white_terrier
34f88e2c07dd86d88988c061b7dacd1a,malamute
595222dc2b2a5c31cf281f2491e168ae,rottweiler
047d9a7dc7205c76e5487d6fc5f4a666,ibizan_hound
7b6f7284d435c071707ffb6c956511ef,wire-haired_fox_terrier
cb901f7d812d25844d524bbe2f64f31f,leonberg
85454a97c4e34a1249e0b8830a29c73d,gordon_setter
e57ca37ac086752c46e40a90139f9b26,bull_mastiff
fe7171353417898022361453894adf94,ibizan_hound
c4db7de5ca4286cebbf924a1af21bdd7,bluetick
2da57398c5baadadfc42a16e4905ae96,french_bulldog
3d78ff549552e90b9a01eefb12548283,black-and-tan_coonhound
04e3bb77c15c18fc1ac101d86d612f46,miniature_pinscher
c83eed4ccffa2bee4dc6098ba09a15e7,bouvier_des_flandres
27d675d26f650549558bcb0d2bb250d4,english_springer
65194fb265447aebcd3017705d04136f,entlebucher
f375e6363bc21dcd3cb65637c7855e9c,silky_terrier
c34297e6db453a12e69c2ff3a107125e,cairn
23e73ebc4dd90b6d9269bdf0c499cce1,toy_poodle
a33c68a84afbc249ab37d98425693d0b,italian_greyhound
cc1e070f808bc193b981e3b1b89d7173,dingo
d78b236c7c0016b7e6327e77f3728a42,black-and-tan_coonhound
6b8ab0a9d39a6c4c6ee7fe508f74491c,cardigan
d155359376470f2e707ac73e636eb5b2,keeshond
d59ca43ea02ebe2a0b5e626a12cd3df3,gordon_setter
04d2dc1f2804c748b1aa71954bb45d38,newfoundland
9a109338c196f95c4000a7c1b6478b06,borzoi
b5026720fe5e6ad751c68f3138fc3e7f,cocker_spaniel
8dc51b503e88122ad71dd0c7569fd3bb,toy_poodle
782b15a9d7ff3f9783a910eaefc18bbf,miniature_pinscher
8216bc1a318c351732e8430da8115c47,appenzeller
c9c0e4d197397dc8f210a397a063a42b,irish_water_spaniel
22c44ed27b40a8dc151ae65961c59fe8,pug
3bcfb0bcd983a298aa63e5f30e7d2e65,sussex_spaniel
f2f05d15bf695d5bb45ca909887230f9,wire-haired_fox_terrier
66dbb5569904a4ffe0c4ab8982ff71e7,west_highland_white_terrier
20b9d84a4255af601e26e11eb9f9855a,walker_hound
ff3b935868afb51b2d0b75ddc989d058,english_setter
a57247bc5d572abd95f1aea215b7de77,shih-tzu
b3b149700702da3865004745ef4f6001,doberman
11730ea41395edaaa3a80d757c7dd1c2,silky_terrier
172fcb0b8bbd67401c9e53e5f9bf39bc,boston_bull
e1efa8c07decd2fe9c807cbfe157b8bf,soft-coated_wheaten_terrier
17b6be0ff31a2b1e417f6a03cd3ba32e,cairn
8e06a294fc3138b2db92db326d017967,golden_retriever
a7c46b81fc529182e513f2328b1262b8,american_staffordshire_terrier
d480f8d24f1479f7669c5def4e3af118,irish_water_spaniel
f776961d52ba3a7112506389623c8586,dingo
a912ccb24c2ceb88f29f63a424805a09,brittany_spaniel
d482fb5576279496d6f8d72bf6b93d9f,scottish_deerhound
ff12508818823987d04e8fa4f5907efe,australian_terrier
d2fb39916010a712b342631075981c23,german_short-haired_pointer
c8d9ff63c134fdac4967815868841f55,greater_swiss_mountain_dog
9cce6280e5e2de7c87fc71995dd092c4,otterhound
2e8abb5831a8dbcbe58d4f53c20b1478,curly-coated_retriever
516e9ca19a0fd6c7eb5aa8566b249cb8,bloodhound
c86c7ff482a6f2c10b48695b090519e5,yorkshire_terrier
822a6105495aeaf5e6896d9c33b47428,bedlington_terrier
f6e186742c1885a3c4a66396195d8a18,curly-coated_retriever
4cd97f1b809763416ec831c997dbff1c,dhole
30d066233538aaa0830c0c19d28801f5,collie
cd9755d122a2b1cba1155e1612923986,lhasa
2875eb5e402bdfb3c5ad40f7dacb036d,blenheim_spaniel
d717947b987bf5d60e19ac963c548b74,rhodesian_ridgeback
0a1f8334a9f583cac009dc033c681e47,kerry_blue_terrier
7a5f80c109aa9333fcbd80dd938ceb1a,cairn
bb4a10d3e3a0e0a476d49553be9f9983,great_pyrenees
06d2d84b936225e6c853a0453cb9c878,redbone
1c8d84801448b2a5e352466257197ca1,pembroke
02a3edc1d6aae095185131fe185478e0,saluki
1a4c781b696cf2b51d9869bad308578c,ibizan_hound
77c4f20be5520f5394ad2a1e7181ba51,scottish_deerhound
3c3e2f645fa36df8bd4d2b4b5168cdf1,maltese_dog
776efe98bbf0cb040ec6c2d6515b7bc5,saint_bernard
7309638ce928e5cfb1585395b9c0da79,bloodhound
78264c18912a9f0236458ff853aa985c,otterhound
e9c694db39c5b8c904bf36c385fb171b,pomeranian
3c056788f5b2e4ecc500a5ee17256a0b,english_springer
bd3dfb3eef2ca1708cd9120a217f72ed,border_collie
5bb138bb504f4b36e2a21d1171508264,basenji
13863e32053e9735b55ba975ecd58cfd,malamute
3c0da3fd19060310581ecdebc356402f,welsh_springer_spaniel
66b1a3eb90d750b8739cbd6e74db13cf,gordon_setter
82ea6b590bffc55643a267a8f835a984,yorkshire_terrier
61abe4213b98bd50ec0e6439d34bb724,kuvasz
d76542b37390263a18c2c328e9d35125,great_dane
1369c16ecf370cee5e4a306eebe5656e,border_terrier
20d7b779380e37618be8a4e608f160e3,blenheim_spaniel
05719b998e57a11b863a322ecc7652a5,scottish_deerhound
f78e0f62a1b5aad9da3a769c59121ed7,old_english_sheepdog
b6bc2e417e8a8144c5de1822b5fef901,irish_wolfhound
0326344e0d5181130c28d25edd5627e4,clumber
726cb4a436dec4b66c87f1e78c4315e1,papillon
79ebb7ccc1a5d29593f913210c36118f,tibetan_terrier
baa740b07dfb86b187041dd39a2eef1b,boston_bull
114524d11fe49af5be43897233a4f65e,miniature_poodle
1f71ad688af967118708c855ca975594,norfolk_terrier
78db7499ee42192c475ba71c59d7a05b,entlebucher
8a1c01869f6354dc1e4f237db70ef7be,wire-haired_fox_terrier
9150cd31b05a8a2be35dc642ed08d889,french_bulldog
3c00e7b9995f27cc4c578f9c6a6a0a02,siberian_husky
11c3b389906a9302def1e873c9f9b6c9,flat-coated_retriever
288e71dd1a3d2fffda7647a7dc94d71f,bull_mastiff
d286e40e002940218197b5251d47e96f,irish_terrier
4eb323c2a00db7220c1dbfb77e490ed8,pembroke
bfd5b637965b0594c9b115d4ad3426d6,kelpie
70d64638456cc0f241a45fea9ffa050b,black-and-tan_coonhound
fb4dbb9921a74bb2bab11c10a123971b,komondor
9dfc8ee9665e1f2645eb7752db110ba6,beagle
e77a27e8f24034facbfae4b2dffd476b,labrador_retriever
09477e5059ebb15cad5f37fb3b9b1889,border_collie
6dfc0497284fd5b57c1c1916b18a6130,miniature_pinscher
7224552d70b69007559e6bc19f412769,labrador_retriever
5a77c52d7a56a0c397ac6a357c4df915,airedale
87a2b416edf49358251c500097885887,irish_wolfhound
f1a94cfd3e3c67736b961587e1795a1a,miniature_poodle
e86a88391d017cc3807cc9653a4a7290,basenji
6bab1784b0b33075e6d6f26714c1164f,toy_poodle
37cc1bed158bbb562c22682492d2673a,maltese_dog
197ec7eddccac0c672141018bd63ae59,dhole
2815f2b94d41c24a9bc192e2d95f5215,norfolk_terrier
b23d0aef01e57245cdcd4af901a04ae9,border_terrier
9cce979c602d678cb93a97f8e69a6070,maltese_dog
12c222ec2e7808183056af545a4bc046,west_highland_white_terrier
98dbdc1a5152948522cace80b264b3fd,miniature_pinscher
db19763a49f08e0e887b874be8c88e99,entlebucher
c228896e03be709a8950d9d839fbba31,entlebucher
